Subject,TimeStamp,Frame,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.0141588,1,0,0,345.3892,352.5318,354.902,10.39798,280.3776,255.3737,286.2886,271.8841,257.7765,288.4388,271.5959,260.2489,281.0071,354.1525,292.9751,254.1272,281.1188,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.0324792,2,0,0,345.3289,352.5531,354.9452,10.33463,280.2956,255.2781,286.2768,271.9047,257.6844,288.4384,271.6237,260.2078,280.9764,354.1525,293.1053,254.1055,281.0642,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.0427563,3,0,0,345.2661,352.5804,354.9857,10.27452,280.2106,255.1804,286.2649,271.9273,257.5919,288.4381,271.6523,260.1653,280.9467,354.1525,293.2451,254.0805,281.0063,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.0588769,4,0,0,345.5016,352.4794,354.8777,10.19314,280.0023,255.2105,286.3506,271.9518,257.7152,288.4378,271.7386,260.1348,280.9313,354.1525,293.3326,254.0303,280.9693,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.072873,5,0,0,345.7371,352.3802,354.7668,10.11296,279.791,255.2406,286.4369,271.9773,257.8382,288.4375,271.8259,260.1038,280.9165,354.1525,293.4238,253.9784,280.9309,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.08524951,6,0,0,345.8895,352.3143,354.7899,10.14763,279.776,255.3484,286.5448,271.9564,258.0105,288.4372,271.7763,260.2007,280.9087,354.1525,293.3704,253.9128,280.9047,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1004162,7,0,0,346.1816,352.19,354.8515,10.23473,279.7683,255.5738,286.7655,271.909,258.3619,288.4366,271.6605,260.4108,280.8948,354.1525,293.251,253.778,280.8524,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1141615,8,0,0,346.1784,352.2147,354.7916,10.30349,279.9736,255.6496,286.6755,271.8948,258.4559,288.4363,271.6561,260.402,280.8924,354.1525,293.3436,253.8459,280.8355,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1295955,9,0,0,346.1773,352.2385,354.7352,10.37389,280.1749,255.7267,286.5894,271.88,258.5511,288.4361,271.6489,260.3966,280.8902,354.1525,293.4319,253.9103,280.8187,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1447357,10,0,0,346.1776,352.2618,354.6804,10.44658,280.3777,255.8059,286.5048,271.8646,258.6487,288.4358,271.6397,260.3936,280.8881,354.1525,293.5186,253.9731,280.8017,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1615043,11,0,0,346.3329,352.0673,354.573,10.39079,280.3894,255.925,286.4587,272.0528,258.5075,288.4355,271.8537,260.2473,280.888,354.1525,293.436,254.0608,280.7942,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1751179,12,0,0,346.4789,351.8845,354.4696,10.34288,280.4119,256.0427,286.4113,272.2311,258.3816,288.4353,272.0554,260.1093,280.8878,354.1525,293.3625,254.1461,280.7862,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.1897415,13,0,0,346.6021,351.8828,354.4426,10.2529,280.3972,256.3206,286.3798,272.1787,258.4623,288.435,271.91,260.3762,280.8882,354.1525,293.116,254.3901,280.8995,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2042743,14,0,0,346.7211,351.8815,354.4156,10.16757,280.3889,256.5934,286.3472,272.1268,258.5448,288.4348,271.769,260.6394,280.8885,354.1525,292.8763,254.6304,281.0087,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2189582,15,0,0,346.795,351.9225,354.2874,10.00828,280.3388,256.5379,286.3227,272.1511,258.5763,288.4345,271.8513,260.6383,280.8886,354.1525,293.0838,254.8293,280.9771,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2334066,16,0,0,346.8672,351.9632,354.1586,9.850321,280.2915,256.4799,286.2977,272.1762,258.6079,288.4343,271.9366,260.632,280.8888,354.1525,293.2985,255.0254,280.9424,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2497728,17,0,0,346.9384,352.0038,354.0286,9.692263,280.2458,256.4202,286.2724,272.202,258.6398,288.4341,272.0244,260.6221,280.8889,354.1525,293.5226,255.2208,280.9055,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2627194,18,0,0,346.8017,351.938,354.3634,9.557599,280.3305,256.8757,286.5229,272.3219,258.726,288.4339,272.0963,260.8467,280.8888,354.1525,293.5873,255.4814,280.8875,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2760215,19,0,0,346.6768,351.8775,354.6711,9.422917,280.4111,257.308,286.7644,272.4381,258.81,288.4337,272.1698,261.0604,280.8886,354.1525,293.6615,255.7371,280.8676,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.2901533,20,0,0,346.7489,351.8022,354.6939,9.244413,280.5348,257.3864,286.8925,272.5296,258.7676,288.4335,272.2224,261.096,280.8883,354.1525,293.5702,255.7752,280.8553,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.304158,21,0,0,346.8238,351.7282,354.7103,9.062192,280.6589,257.4605,287.0187,272.6215,258.7253,288.4333,272.2772,261.1287,280.8879,354.1525,293.4854,255.8169,280.8417,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3185233,22,0,0,347.0269,351.7346,354.5286,8.81822,280.6552,257.0393,286.9207,272.7039,258.3537,288.4331,272.3987,260.8284,280.8874,354.1525,293.4036,255.788,280.8297,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3344125,23,0,0,347.2386,351.7451,354.3308,8.568468,280.6447,256.6101,286.8116,272.7861,257.9533,288.433,272.5252,260.5089,280.8868,354.1525,293.3245,255.7581,280.8173,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3467191,24,0,0,347.4541,351.7584,354.1235,8.317252,280.6297,256.1565,286.695,272.8678,257.5389,288.4328,272.6543,260.1732,280.8863,354.1525,293.2466,255.7278,280.8046,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3603492,25,0,0,347.7402,351.7027,354.1122,8.190825,281.3067,256.1171,286.6264,274.2779,257.4532,288.4326,274.3875,259.4962,280.8856,354.1525,293.6026,255.9788,280.7971,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3744709,26,0,0,348.0276,351.6495,354.0933,8.059851,281.9839,256.0629,286.5524,275.6994,257.3558,288.4325,276.1356,258.8082,280.8849,354.1525,293.9601,256.2248,280.7892,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.3885073,27,0,0,348.6909,351.6333,353.8295,7.657669,285.0719,256.4261,286.4997,281.9905,258.0323,288.4323,282.3229,258.9449,280.8842,354.1525,295.7906,257.3483,280.7846,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.402368,28,0,0,349.3598,351.6192,353.5548,7.249126,288.2672,256.8004,286.4454,288.342,258.7197,288.4322,288.4877,259.0929,280.8835,354.1525,297.7042,258.5009,280.7799,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18,110.08,111.08,112.14,115.4,116.38,119.3
Brendan - 1,0.4179823,29,0,0,350.0409,351.6065,353.2704,6.832296,291.5999,257.188,286.3899,294.7837,259.4536,288.432,294.6949,259.2475,280.8827,354.1525,299.7186,259.6946,280.7753,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.4304667,30,0,0,351.4903,351.6487,352.8173,6.761659,303.978,267.0063,291.0665,305.0617,268.6186,292.2084,305.4998,266.2988,284.1342,354.1525,311.5938,272.954,284.4354,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.4440374,31,0,0,352.8954,351.6897,352.3656,6.672001,315.0766,276.9291,295.9323,314.2355,277.8334,296.0996,315.0617,273.8203,287.4809,354.1525,322.7035,285.467,288.2188,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.4581251,32,0,0,355.4656,351.6597,350.7679,6.890928,328.3309,296.1714,310.2908,320.8709,297.7817,307.5348,324.1885,296.9022,301.6536,354.1525,338.8889,302.8309,299.0412,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.4729881,33,0,0,357.9055,351.629,349.1716,7.092432,339.7525,312.2967,323.194,327.3737,314.5134,318.041,332.5951,316.4971,314.7439,354.1525,352.595,317.3418,309.0423,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.4876332,34,0,0,359.1441,351.0347,345.4095,6.971643,340.3791,322.3705,331.9851,329.5772,327.3536,327.4099,335.1124,330.1624,325.2046,354.1525,356.1023,325.2393,318.5471,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5000424,35,0,0,0.3463347,350.3933,341.5665,6.834508,342.7541,332.3014,340.286,332.6015,339.4575,336.0373,338.6734,343.0337,334.8404,354.1525,0.829016,333.5648,327.2957,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5138701,36,0,0,1.517755,349.7232,337.7502,6.687549,345.8015,342.0256,348.2346,335.9408,351.0547,344.1393,342.6232,353.6275,343.9078,354.1525,5.99857,341.9443,335.5037,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5280675,37,0,0,1.918668,347.3221,336.6188,8.017147,344.3826,340.6698,346.4027,336.3134,351.0412,344.064,343.9231,350.1678,341.1464,354.1525,4.871586,340.9854,334.7494,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5417241,38,0,0,2.407259,344.9726,335.2197,9.397421,344.4058,342.8269,347.2026,337.5854,354.7761,345.9984,346.1171,351.5092,341.5477,354.1525,5.70741,343.0411,336.1854,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5558145,39,0,0,2.912037,342.7095,334.7961,11.48881,344.5761,343.3636,346.7928,338.1619,353.8905,345.56,347.4751,350.2109,340.3251,354.1525,6.925839,343.2002,334.9053,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5713431,40,0,0,3.446991,340.631,334.1702,13.62204,345.1075,345.1856,347.351,339.1386,355.1794,346.195,349.2701,350.7489,340.2913,354.1525,8.593206,344.5946,334.8115,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5836547,41,0,0,3.9992,338.7187,333.4335,15.75696,345.8017,347.5195,348.3298,340.2971,357.2944,347.2983,351.2568,351.9982,340.7699,354.1525,10.45595,346.4835,335.2368,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.5975087,42,0,0,3.852188,337.7451,334.9633,17.84191,347.2135,349.3853,349.6805,342.9032,358.9961,349.0669,353.2473,353.9284,342.1948,354.1525,11.56784,348.0411,336.1055,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.6114791,43,0,0,3.805659,336.7076,336.0894,19.09242,348.5044,351.5322,351.0679,345.2089,359.693,350.8128,355.3026,355.855,343.5435,354.1525,12.92824,349.8343,337.0326,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.6253841,44,0,0,3.742367,336.7157,336.8711,19.83939,349.5707,353.4839,352.5148,347.1132,359.9873,352.2589,355.94,357.0106,345.2851,354.1525,12.74982,351.2757,338.2466,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.6394735,45,0,0,3.719528,336.5355,337.5394,20.28215,350.6527,355.58,353.9731,349.0166,0.1148024,353.771,356.9072,358.281,346.939,354.1525,12.98267,352.8802,339.4347,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.6549115,46,0,0,3.489256,336.9805,338.4799,20.54091,351.6544,356.6712,354.9883,350.283,0.1713126,354.9272,357.2948,358.8458,348.3088,354.1525,12.75879,354.4107,340.7353,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.6674037,47,0,0,3.28075,337.3028,339.3734,20.69365,352.6696,357.9896,356.0686,351.6384,0.1971591,356.153,357.861,359.1029,349.6866,354.1525,12.72597,355.9972,342.009,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.681803,48,0,0,3.001565,337.6703,339.8997,20.78458,353.1066,358.517,356.7848,352.1744,0.1033506,356.9867,357.9277,359.2229,350.4629,354.1525,12.28666,356.9262,343.0352,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.695175,49,0,0,2.62029,338.1288,340.537,20.83934,353.8758,359.0782,358.0207,353.231,359.9024,358.4247,358.2195,359.2803,351.8041,354.1525,11.80413,358.6216,344.6729,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7091099,50,0,0,2.534107,338.5059,340.7466,20.77374,354.6236,359.3428,358.8756,353.5516,359.8536,359.587,358.6313,359.2545,353.0921,354.1525,11.10842,359.7671,345.7359,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7229153,51,0,0,2.463708,338.8447,340.9152,20.67784,355.2985,359.4706,359.6566,353.8915,359.7971,0.6322262,359.0067,359.2033,354.2375,354.1525,10.52371,0.5573152,346.7002,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7403768,52,0,0,2.403443,339.1618,341.0543,20.56375,355.9358,359.5338,0.400209,354.2411,359.7369,1.618453,359.3635,359.1399,355.3107,354.1525,9.9979,0.9424744,347.6137,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.22,,,,,,
Brendan - 1,0.7509969,53,0,0,2.3497,339.4659,341.1729,20.43861,356.5543,359.5657,1.125767,354.5962,359.6748,2.576402,359.7108,359.0703,356.3488,354.1525,9.504659,1.133811,348.5026,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7641362,54,0,0,2.219256,339.6921,341.3293,20.4233,356.5627,359.4999,1.31555,354.6002,359.7955,2.829138,359.5791,359.0269,356.9585,354.1525,9.068607,1.230949,349.4997,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7782354,55,0,0,2.102048,339.925,341.4699,20.38564,356.7042,359.4499,1.629884,354.6927,359.8706,3.249459,359.5552,358.9746,357.6597,354.1525,8.638963,1.280785,350.4546,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.7922897,56,0,0,2.372937,339.8925,340.8253,20.49386,356.9134,359.3655,1.782527,354.377,359.9826,3.11556,359.1621,359.0357,358.1053,354.1525,8.59158,1.307075,350.9994,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.56,118.38,119.5,,,,
Brendan - 1,0.8075545,57,0,0,2.615227,339.8918,340.2153,20.57299,357.1644,359.2952,2.022015,354.1851,0.06850082,3.175707,358.8891,359.0691,358.649,354.1525,8.480535,1.321145,351.6216,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.56,118.38,119.5,,,,
Brendan - 1,0.8200725,58,0,0,2.631094,339.5915,339.9317,20.64132,356.8761,359.07,1.912483,353.8009,0.1289537,3.198459,358.5767,358.7782,358.5192,354.1525,8.295016,1.236994,351.7431,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.78,115.52,117.36,118.22,119.36,,
Brendan - 1,0.8340357,59,0,0,2.64755,339.3254,339.6573,20.69678,356.6946,358.8793,1.901568,353.4999,0.166134,3.304165,358.3239,358.5328,358.5602,354.1525,8.087824,1.165622,351.992,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.78,115.52,117.36,118.22,119.36,,
Brendan - 1,0.8480019,60,0,0,2.481663,339.0729,340.0194,20.73492,356.5874,358.8434,1.770698,353.2012,0.1879394,3.494905,358.2188,358.6296,358.7155,354.1525,7.966171,1.056632,351.9242,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.8618017,61,0,0,2.325502,338.8387,340.357,20.76822,356.5135,358.7989,1.695342,352.9356,0.2008892,3.706183,358.1199,358.7007,358.9189,354.1525,7.828427,0.958277,351.9543,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan - 1,0.8775886,62,0,0,2.400511,338.881,340.1699,20.78981,356.3989,358.8652,1.820911,352.6728,0.2086538,3.82314,357.8786,358.7841,359.2795,354.1525,7.646602,0.9387705,351.8644,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
