Subject,TimeStamp,Frame,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.643398,117,0,0,352.3044,337.0489,350.2326,7.377533,352.8633,321.4203,329.8637,347.5986,325.5897,331.6985,346.3151,329.3948,327.246,354.1525,350.2543,334.7373,327.6959,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.653209,118,0,0,353.7376,336.6281,350.6695,9.868726,354.2152,322.7933,329.6093,349.4759,326.4574,331.4911,348.0226,330.5815,327.187,354.1525,352.0455,335.4988,327.7049,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.668476,119,0,0,355.5595,336.5059,350.7112,11.12468,356.3207,323.3098,328.2321,352.1862,328.9764,331.4164,350.6169,332.288,327.272,354.1525,353.7196,336.4662,327.6221,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.681304,120,0,0,357.2621,336.3711,350.8229,12.67429,358.2949,324.2223,327.2926,354.6411,331.2505,331.4203,353.001,333.9243,327.4184,354.1525,355.387,337.4334,327.6306,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.696347,121,0,0,357.5911,336.7158,350.5598,14.76899,0.5223427,328.2096,328.479,356.7547,335.9051,332.9109,356.1192,338.6901,328.5208,354.1525,358.4899,337.8401,326.6837,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.710644,122,0,0,357.9663,337.0301,350.3551,16.88144,2.674921,331.816,329.6068,358.8087,340.1202,334.2971,359.0556,343.0144,329.5594,354.1525,1.405259,338.3129,325.8706,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.72324,123,0,0,358.369,337.3273,350.1833,18.85878,4.792009,335.2338,330.7027,0.8348245,344.1054,335.6247,1.898634,347.0956,330.5634,354.1525,4.219911,338.8225,325.1308,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.742362,124,0,0,358.4717,338.0446,350.6624,19.62478,7.532307,341.026,333.2849,3.32338,349.0668,338.1672,3.885509,350.502,332.3024,354.1525,8.075232,340.8904,324.9451,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.751235,125,0,0,358.6234,338.7161,351.0803,20.24152,9.177349,346.1938,335.6505,5.713115,353.7051,340.5111,6.005596,353.9386,333.9256,354.1525,11.67624,342.7349,324.7185,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.765686,126,0,0,358.3888,339.7554,352.1004,20.55993,9.699114,350.9131,340.3093,7.229006,356.9794,343.5513,7.398495,356.6983,336.5125,354.1525,15.99483,345.0325,325.2828,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.778265,127,0,0,358.207,340.9298,353.0713,20.72756,10.29056,355.566,344.7379,8.756954,358.691,346.4831,8.680506,358.0476,339.0029,354.1525,20.15632,347.2239,325.7874,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.793894,128,0,0,358.0559,342.1274,353.9931,20.81661,10.59838,357.7583,348.8394,9.549002,359.4837,349.2674,9.340878,358.6946,341.3658,354.1525,23.3169,349.3054,326.2473,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.807792,129,0,0,357.2767,342.89,355.3843,20.86488,10.03981,358.1113,349.6633,9.965717,359.8589,351.3714,9.691281,359.0114,343.2014,354.1525,23.2397,351.4934,327.2132,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.820686,130,0,0,356.5841,343.6796,356.6893,20.89141,9.70596,358.8873,351.05,10.18804,0.03907643,353.5399,9.882262,359.1686,345.0713,354.1525,23.99039,353.6071,328.1029,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.839071,131,0,0,355.9782,343.9568,357.1472,20.83869,9.334928,359.2514,352.8315,9.90122,0.1276126,353.9538,9.974184,359.1392,345.8239,354.1525,22.97294,354.5045,329.2427,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.848459,132,0,0,355.4087,344.2799,357.6451,20.78576,9.053185,359.4259,354.703,9.739242,0.1720704,354.6757,10.02402,359.0343,346.7444,354.1525,22.58361,355.5483,330.3113,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.863021,133,0,0,355.0731,344.204,357.6361,20.73681,7.82534,359.5115,355.7029,8.997351,359.9389,355.4922,9.920591,358.9031,348.0088,354.1525,22.16932,356.2077,331.3519,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.876964,134,0,0,354.743,344.177,357.6866,20.68738,6.74048,359.5543,356.8664,8.372612,359.7088,356.4025,9.808409,358.7507,349.2867,354.1525,21.96544,356.9718,332.3538,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.889725,135,0,0,354.4038,344.179,357.7723,20.6376,5.749231,359.5762,358.1236,7.814578,359.4804,357.3691,9.691482,358.5871,350.5828,354.1525,21.87042,357.7972,333.3415,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.905041,136,0,0,354.3843,343.947,357.7487,20.6508,5.027076,359.4399,359.1929,7.589863,359.5285,357.9001,9.643605,358.7088,352.4984,354.1525,21.87145,358.271,333.9255,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.917733,137,0,0,354.3521,343.7566,357.7538,20.65559,4.301789,359.316,0.3261729,7.343422,359.5266,358.5276,9.583267,358.7775,354.2917,354.1525,21.89438,358.8278,334.5437,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.933266,138,0,0,354.4019,343.6959,357.2914,20.6897,4.014897,359.2516,1.449412,6.866486,359.6549,359.3761,9.620675,358.9128,355.6461,354.1525,22.02589,359.5064,335.1915,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.949444,139,0,0,354.4439,343.6422,356.8829,20.7177,3.699917,359.1822,2.596375,6.401343,359.7467,0.2283079,9.642832,359.0193,357.0142,354.1525,22.15131,0.1991867,335.8495,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.959817,140,0,0,354.4805,343.5929,356.5066,20.74199,3.364714,359.11,3.757871,5.942976,359.818,1.083735,9.655929,359.1093,358.392,354.1525,22.27346,0.6863114,336.5146,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.97459,141,0,0,354.7184,343.4179,356.0445,20.77377,3.053736,359.1826,4.550412,5.987701,359.9225,1.669728,9.763268,359.1866,357.6302,354.1525,21.67811,0.8119847,336.6435,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,1.987333,142,0,0,354.9431,343.2592,355.6109,20.80303,2.721756,359.2291,5.430088,5.982117,0.01334777,2.31033,9.858364,359.2446,357.3076,354.1525,21.19752,1.02081,336.8551,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.002658,143,0,0,354.8486,343.3125,356.0045,20.82519,2.500158,359.3145,6.363107,5.83612,0.06778872,3.321399,9.933155,359.2764,357.5769,354.1525,20.90316,0.7906282,336.7998,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.016701,144,0,0,354.7565,343.3605,356.3637,20.84677,2.269163,359.3841,7.188613,5.676458,0.1206422,4.295183,10.00247,359.2993,357.9163,354.1525,20.63008,0.6550989,336.8099,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.029369,145,0,0,354.9834,343.1519,356.4232,20.29455,2.641131,359.4389,7.641203,6.041677,0.1370111,4.762071,10.09878,359.3026,358.3275,354.1525,20.10564,0.797163,337.2873,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.046881,146,0,0,355.2151,342.9469,356.469,19.77131,2.999905,359.4887,7.889329,6.393361,0.1554351,5.270107,10.19381,359.3069,358.7581,354.1525,19.59991,0.9506273,337.76,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.058408,147,0,0,355.4521,342.7451,356.5061,19.27181,3.355602,359.531,8.027718,6.739049,0.1751795,5.80571,10.28914,359.3121,359.2033,354.1525,19.10654,1.099516,338.2342,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.070775,148,0,0,355.632,342.8246,356.5356,19.30985,3.414802,359.5502,8.105224,6.702509,0.1689921,6.091636,10.17337,359.2997,359.6078,354.1525,18.86832,1.165235,338.7472,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.085992,149,0,0,355.7713,342.8459,356.3323,19.36566,3.265579,359.5561,8.168878,6.686673,0.1599657,6.20481,9.957782,359.2878,359.6396,354.1525,18.33035,1.177751,339.2789,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.098756,150,0,0,355.9139,342.8515,356.0952,19.40507,3.0934,359.5627,8.184464,6.685878,0.1525201,6.356389,9.736454,359.2768,359.6755,354.1525,17.73357,1.197836,339.8355,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.114278,151,0,0,356.0614,342.8115,355.844,19.21196,2.753461,359.5624,8.159368,6.362182,0.1456563,6.297528,9.500075,359.2678,359.6081,354.1525,17.40038,1.204257,340.4358,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.130491,152,0,0,356.1924,342.7673,355.6145,19.01331,2.421874,359.5618,8.127554,6.050716,0.1400569,6.242778,9.290059,359.2604,359.545,354.1525,17.11858,1.21018,340.9587,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.140776,153,0,0,356.3222,342.7143,355.3796,18.7889,2.066515,359.5608,8.086367,5.71569,0.1348809,6.184102,9.08007,359.2534,359.4773,354.1525,16.85384,1.216411,341.4821,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.155447,154,0,0,356.452,342.6548,355.1335,18.542,1.689618,359.5596,8.039503,5.363438,0.1299556,6.122895,8.870898,359.2467,359.4065,354.1525,16.59859,1.222864,342.0117,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.16963,155,0,0,356.5212,342.6436,354.9266,18.31811,1.489595,359.5551,8.040298,5.221986,0.06221867,5.749974,8.810369,359.2433,359.3228,354.1525,16.46469,1.223652,342.708,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.182281,156,0,0,356.683,342.6333,354.6053,18.05091,1.299448,359.5513,8.056536,4.955097,359.989,5.430669,8.615662,359.1219,359.1498,354.1525,16.08155,1.225028,343.2111,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.19783,157,0,0,356.8526,342.6206,354.2735,17.77676,1.105722,359.5476,8.068696,4.665748,359.9193,5.138316,8.402523,358.9931,358.9756,354.1525,15.67754,1.226749,343.683,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.210325,158,0,0,357.0307,342.606,353.927,17.49205,0.9058692,359.5441,8.078441,4.353848,359.8512,4.860314,8.170051,358.8581,358.7987,354.1525,15.24969,1.228726,344.1458,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.229357,159,0,0,356.8859,342.5437,354.0974,17.68144,0.4737951,359.542,8.096792,4.151148,359.905,4.778188,7.858894,358.7186,358.6147,354.1525,14.50055,1.23138,344.6993,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.238253,160,0,0,356.7417,342.4786,354.2699,17.87429,0.02930788,359.5399,8.114003,3.941264,359.9608,4.69725,7.533627,358.5759,358.4292,354.1525,13.71618,1.234152,345.2498,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.252662,161,0,0,356.1872,342.3022,354.0652,17.85598,359.3011,359.3279,8.055412,3.578818,359.826,4.485989,7.177835,358.3745,358.1838,354.1525,12.92573,1.237065,345.6722,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.26679,162,0,0,355.5869,342.1127,353.8323,17.8248,358.5356,359.1057,7.993857,3.197759,359.6805,4.269344,6.81101,358.1679,357.9351,354.1525,12.11238,1.240048,346.0941,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.279434,163,0,0,354.9489,341.9179,353.5829,17.78501,357.7655,358.8771,7.93075,2.810627,359.5282,4.049507,6.443192,357.9549,357.6841,354.1525,11.30713,1.243056,346.5103,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.295042,164,0,0,353.1265,341.3542,352.7429,17.94744,356.2314,358.2083,7.435223,1.596197,358.6991,3.517662,4.71688,356.7362,357.1006,354.1525,9.385332,0.6350499,346.3446,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.310814,165,0,0,351.2609,340.7946,351.8946,18.10543,354.7323,357.5101,6.955897,0.3883798,357.8358,2.971276,2.998487,355.4875,356.4936,354.1525,7.52253,0.04458934,346.2177,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.320992,166,0,0,349.3786,340.2425,351.0432,18.26081,353.2629,356.7933,6.486679,359.19,356.9519,2.408274,1.298201,354.2264,355.8717,354.1525,5.707102,359.4375,346.114,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.336089,167,0,0,345.3983,339.8318,347.269,17.42897,350.9007,354.8689,5.30944,356.466,354.683,1.241313,357.2713,351.5938,354.9449,354.1525,3.261313,357.7937,345.5281,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.349228,168,0,0,340.7643,339.3333,342.9862,16.49296,348.206,352.6339,3.904062,353.3745,352.0526,359.8801,352.718,348.5628,353.8592,354.1525,0.4177951,355.8668,344.923,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.364722,169,0,0,336.5015,338.8658,339.0988,15.61036,345.7829,350.5314,2.540739,350.5644,349.5943,358.5864,348.632,345.7699,352.8272,354.1525,357.8471,354.0322,344.3901,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.378741,170,0,0,334.8216,339.9628,332.7967,12.33635,346.4781,348.55,2.168791,344.9636,345.4431,356.9534,346.2929,341.6394,351.1017,354.1525,356.0387,347.2465,341.5776,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.391274,171,0,0,336.2235,341.2282,329.5671,6.332417,348.9297,351.9752,3.774564,343.6278,346.0691,357.6799,348.716,338.0286,347.2646,354.1525,357.5764,344.1514,338.9499,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.409944,172,0,0,336.9098,342.5229,326.4992,0.5649919,350.6734,354.3243,5.173195,342.2614,346.4627,358.2849,350.2487,334.6585,343.5392,354.1525,358.5486,341.3855,336.3576,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.41902,173,0,0,337.2318,343.7874,323.5849,355.4606,352.0956,356.0611,6.165426,340.8914,346.7291,358.8242,351.362,331.5333,340.1203,354.1525,359.2363,338.9065,333.9777,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.43388,174,0,0,336.934,343.1354,326.8618,0.0542849,354.1171,357.3172,6.864075,325.4858,294.124,336.8099,336.3353,282.8419,313.9336,354.1525,343.4629,296.492,311.4924,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.448183,175,0,0,336.5943,342.6514,328.688,2.742761,356.2134,358.1366,7.326561,313.3157,267.8552,317.5057,323.5959,262.6938,294.2735,354.1525,330.3117,268.9196,294.1718,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.460241,176,0,0,336.2292,342.2652,329.815,4.520269,358.3059,358.6641,7.630864,303.2078,258.0331,301.5601,312.9207,255.4524,286.1718,354.1525,319.4027,258.8436,286.4343,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.475643,177,0,0,337.2052,340.7014,317.6444,350.4643,2.644726,359.0029,7.831067,307.3344,256.9781,301.2216,315.2173,254.6136,291.3325,354.1525,320.3123,260.8366,287.5386,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundar - 3,2.488273,178,0,0,337.9091,339.1948,308.4997,339.7782,6.412671,359.2187,7.962029,307.7214,254.163,297.4171,314.7065,252.622,291.3357,354.1525,318.6683,256.8055,285.6028,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
